Participant, Adaptor, Proportion, DV, IV, BaseSize, Setting, RT
8,baseline,0.25,size,SF,4,3.875,2.2875
8,baseline,0.25,size,SF,4,5.375,2.325
8,baseline,0.25,size,SF,4,4.75,1.4502
8,baseline,0.25,size,SF,4,4.4375,1.2004
8,baseline,0.5,size,SF,4,4.8125,1.0503
8,baseline,0.5,size,SF,4,4.625,1.4502
8,baseline,0.5,size,SF,4,4.625,1.9126
8,baseline,0.5,size,SF,4,4.8125,1.5002
8,baseline,0.71,size,SF,4,3.8125,0.97531
8,baseline,0.71,size,SF,4,4.6875,1.0753
8,baseline,0.71,size,SF,4,4.9375,1.4877
8,baseline,0.71,size,SF,4,4.9375,2.3999
8,baseline,1,size,SF,4,4.375,1.5377
8,baseline,1,size,SF,4,4.3125,2.4251
8,baseline,1,size,SF,4,5,2.1876
8,baseline,1,size,SF,4,4.6875,0.97534
8,baseline,1.41,size,SF,4,4.125,1.0503
8,baseline,1.41,size,SF,4,4,1.9001
8,baseline,1.41,size,SF,4,4.9375,1.8751
8,baseline,1.41,size,SF,4,4.8125,1.3753
8,baseline,2,size,SF,4,4.875,1.2807
8,baseline,2,size,SF,4,4.6875,2.7124
8,baseline,2,size,SF,4,4.75,1.8751
8,baseline,2,size,SF,4,4.75,1.5127
8,baseline,4,size,SF,4,4.6875,1.0253
8,baseline,4,size,SF,4,4.6875,1.5628
8,baseline,4,size,SF,4,4.0625,3.0873
8,baseline,4,size,SF,4,4.0625,1.1628
8,baseline,0.25,size,SF,4,4.5,1.6501
8,baseline,0.25,size,SF,4,4.8125,0.81292
8,baseline,0.25,size,SF,4,4.9375,1.5127
8,baseline,0.25,size,SF,4,4.3125,1.4252
8,baseline,0.5,size,SF,4,4.25,1.9501
8,baseline,0.5,size,SF,4,4.5,1.7001
8,baseline,0.5,size,SF,4,5.3125,1.5752
8,baseline,0.5,size,SF,4,4.75,1.6752
8,baseline,0.71,size,SF,4,4.5625,1.5252
8,baseline,0.71,size,SF,4,4.625,2.4624
8,baseline,0.71,size,SF,4,4.6875,2.3001
8,baseline,0.71,size,SF,4,5.1875,2.3
8,baseline,1,size,SF,4,4.4375,1.1878
8,baseline,1,size,SF,4,4.25,1.4877
8,baseline,1,size,SF,4,4.4375,2.0126
8,baseline,1,size,SF,4,4.375,2.025
8,baseline,1.41,size,SF,4,4.375,1.4502
8,baseline,1.41,size,SF,4,5,1.7751
8,baseline,1.41,size,SF,4,4.6875,1.1503
8,baseline,1.41,size,SF,4,4.4375,1.6252
8,baseline,2,size,SF,4,4.4375,1.1878
8,baseline,2,size,SF,4,4.6875,1.1135
8,baseline,2,size,SF,4,4.5,1.6376
8,baseline,2,size,SF,4,4.8125,1.7876
8,baseline,4,size,SF,4,4.8125,1.3752
8,baseline,4,size,SF,4,4.375,2.5374
8,baseline,4,size,SF,4,5.125,1.6126
8,baseline,4,size,SF,4,4.8125,1.1003
8,baseline,0.25,size,SF,8,11.5,1.7753
8,baseline,0.25,size,SF,8,11.375,1.8001
8,baseline,0.25,size,SF,8,10.625,1.5505
8,baseline,0.25,size,SF,8,10.875,2.075
8,baseline,0.5,size,SF,8,10.875,1.3002
8,baseline,0.5,size,SF,8,9.8125,1.4752
8,baseline,0.5,size,SF,8,9.6875,2.8875
8,baseline,0.5,size,SF,8,9.8125,1.4502
8,baseline,0.71,size,SF,8,10.875,2.0876
8,baseline,0.71,size,SF,8,9.875,2.15
8,baseline,0.71,size,SF,8,12.6875,1.8001
8,baseline,0.71,size,SF,8,9.5,2.7374
8,baseline,1,size,SF,8,10,2.1001
8,baseline,1,size,SF,8,10.0625,1.5002
8,baseline,1,size,SF,8,13.0625,1.4627
8,baseline,1,size,SF,8,11.1875,2.5
8,baseline,1.41,size,SF,8,13.625,2.5249
8,baseline,1.41,size,SF,8,9.4375,4.0495
8,baseline,1.41,size,SF,8,10,0.98789
8,baseline,1.41,size,SF,8,10.5,2.5624
8,baseline,2,size,SF,8,11.5,1.3252
8,baseline,2,size,SF,8,11.375,2.175
8,baseline,2,size,SF,8,9.6875,3.3996
8,baseline,2,size,SF,8,10.25,1.2753
8,baseline,4,size,SF,8,12.6875,2.05
8,baseline,4,size,SF,8,11.1875,1.7876
8,baseline,4,size,SF,8,11.75,1.575
8,baseline,4,size,SF,8,10.625,2.025
8,baseline,0.25,size,SF,8,9.625,1.9376
8,baseline,0.25,size,SF,8,8.6875,1.3628
8,baseline,0.25,size,SF,8,8.6875,1.3627
8,baseline,0.25,size,SF,8,10.375,1.3627
8,baseline,0.5,size,SF,8,9.625,1.6876
8,baseline,0.5,size,SF,8,9.0625,2.9748
8,baseline,0.5,size,SF,8,9.9375,3.7371
8,baseline,0.5,size,SF,8,10.4375,2.6374
8,baseline,0.71,size,SF,8,10.6875,2.375
8,baseline,0.71,size,SF,8,10.25,1.8252
8,baseline,0.71,size,SF,8,10,1.9501
8,baseline,0.71,size,SF,8,9.0625,1.9626
8,baseline,1,size,SF,8,9.375,5.649
8,baseline,1,size,SF,8,8.5625,1.5377
8,baseline,1,size,SF,8,10.6875,3.2497
8,baseline,1,size,SF,8,10.125,2.425
8,baseline,1.41,size,SF,8,10,8.211
8,baseline,1.41,size,SF,8,9.4375,2.425
8,baseline,1.41,size,SF,8,9.9375,1.8251
8,baseline,1.41,size,SF,8,10.125,2.05
8,baseline,2,size,SF,8,9,3.6121
8,baseline,2,size,SF,8,9,3.1374
8,baseline,2,size,SF,8,10.5,1.7251
8,baseline,2,size,SF,8,9.25,2.1875
8,baseline,4,size,SF,8,8.875,2.075
8,baseline,4,size,SF,8,9.4375,2.3996
8,baseline,4,size,SF,8,9.8125,2.7748
8,baseline,4,size,SF,8,11,2.1501
8,baseline,0.25,SF,size,4,0.61789,0.65149
8,baseline,0.25,SF,size,4,1.9135,0.89478
8,baseline,0.25,SF,size,4,1.4274,0.60138
8,baseline,0.25,SF,size,4,0.70057,0.74947
8,baseline,0.5,SF,size,4,3.0326,0.88496
8,baseline,0.5,SF,size,4,3.4385,5.2761
8,baseline,0.5,SF,size,4,3.1623,5.8852
8,baseline,0.5,SF,size,4,4.6093,8.8093
8,baseline,0.71,SF,size,4,3.4385,3.9756
8,baseline,0.71,SF,size,4,5.0119,3.2208
8,baseline,0.71,SF,size,4,4.4203,4.7799
8,baseline,0.71,SF,size,4,2.9083,5.5905
8,baseline,1,SF,size,4,5.2261,2.1834
8,baseline,1,SF,size,4,4.6093,6.4266
8,baseline,1,SF,size,4,3.5855,2.1836
8,baseline,1,SF,size,4,4.6093,3.8211
8,baseline,1.41,SF,size,4,3.5855,3.1624
8,baseline,1.41,SF,size,4,5.9255,4.4057
8,baseline,1.41,SF,size,4,4.8064,2.7412
8,baseline,1.41,SF,size,4,5.2261,4.1403
8,baseline,2,SF,size,4,5.4496,5.7584
8,baseline,2,SF,size,4,4.8064,5.3597
8,baseline,2,SF,size,4,5.0119,3.7465
8,baseline,2,SF,size,4,4.8064,3.7851
8,baseline,4,SF,size,4,4.8064,6.5642
8,baseline,4,SF,size,4,2.9083,4.5179
8,baseline,4,SF,size,4,5.0119,5.5091
8,baseline,4,SF,size,4,3.7388,4.1914
8,baseline,0.25,SF,size,4,5.2261,0.6619
8,baseline,0.25,SF,size,4,0.90063,0.86069
8,baseline,0.25,SF,size,4,1.3127,0.61768
8,baseline,0.25,SF,size,4,0.70057,0.67141
8,baseline,0.5,SF,size,4,2.9083,2.0497
8,baseline,0.5,SF,size,4,3.5855,5.6465
8,baseline,0.5,SF,size,4,3.4385,5.7206
8,baseline,0.5,SF,size,4,4.0653,4.6164
8,baseline,0.71,SF,size,4,3.1623,4.9661
8,baseline,0.71,SF,size,4,4.4203,3.047
8,baseline,0.71,SF,size,4,3.2975,1.0913
8,baseline,0.71,SF,size,4,4.6093,4.001
8,baseline,1,SF,size,4,5.0119,3.2013
8,baseline,1,SF,size,4,3.7388,2.4564
8,baseline,1,SF,size,4,3.1623,5.9377
8,baseline,1,SF,size,4,4.6093,3.3882
8,baseline,1.41,SF,size,4,4.2391,5.8436
8,baseline,1.41,SF,size,4,3.0326,3.9075
8,baseline,1.41,SF,size,4,3.5855,2.6255
8,baseline,1.41,SF,size,4,3.8986,5.3225
8,baseline,2,SF,size,4,3.7388,3.1748
8,baseline,2,SF,size,4,5.6826,4.0354
8,baseline,2,SF,size,4,3.5855,4.1541
8,baseline,2,SF,size,4,3.7388,3.3695
8,baseline,4,SF,size,4,4.6093,5.0998
8,baseline,4,SF,size,4,4.6093,4.1258
8,baseline,4,SF,size,4,3.7388,4.806
8,baseline,4,SF,size,4,4.8064,4.6531
8,baseline,0.25,SF,size,8,3.4385,2.7007
8,baseline,0.25,SF,size,8,1.2073,2.8041
8,baseline,0.25,SF,size,8,1.3127,1.6846
8,baseline,0.25,SF,size,8,1.9953,3.5406
8,baseline,0.5,SF,size,8,3.0326,3.8235
8,baseline,0.5,SF,size,8,3.8986,3.875
8,baseline,0.5,SF,size,8,5.2261,5.5292
8,baseline,0.5,SF,size,8,3.0326,4.1987
8,baseline,0.71,SF,size,8,5.2261,2.9503
8,baseline,0.71,SF,size,8,5.4496,3.822
8,baseline,0.71,SF,size,8,4.6093,3.0855
8,baseline,0.71,SF,size,8,4.0653,4.3121
8,baseline,1,SF,size,8,3.1623,4.0457
8,baseline,1,SF,size,8,5.4496,3.7778
8,baseline,1,SF,size,8,3.7388,5.1783
8,baseline,1,SF,size,8,3.7388,3.5513
8,baseline,1.41,SF,size,8,5.2261,2.4841
8,baseline,1.41,SF,size,8,3.7388,4.0754
8,baseline,1.41,SF,size,8,3.2975,4.4932
8,baseline,1.41,SF,size,8,5.0119,4.1186
8,baseline,2,SF,size,8,4.4203,4.2086
8,baseline,2,SF,size,8,4.4203,2.7293
8,baseline,2,SF,size,8,4.0653,3.4908
8,baseline,2,SF,size,8,4.4203,1.0648
8,baseline,4,SF,size,8,4.2391,2.143
8,baseline,4,SF,size,8,4.6093,2.8142
8,baseline,4,SF,size,8,4.0653,3.8364
8,baseline,4,SF,size,8,5.6826,3.95
8,baseline,0.25,SF,size,8,1.5521,8.3583
8,baseline,0.25,SF,size,8,1.9953,5.3973
8,baseline,0.25,SF,size,8,3.1623,3.1441
8,baseline,0.25,SF,size,8,1.5521,2.812
8,baseline,0.5,SF,size,8,3.2975,4.1819
8,baseline,0.5,SF,size,8,2.9083,2.0041
8,baseline,0.5,SF,size,8,3.5855,4.1106
8,baseline,0.5,SF,size,8,2.565,3.8277
8,baseline,0.71,SF,size,8,3.1623,4.5468
8,baseline,0.71,SF,size,8,4.0653,3.1403
8,baseline,0.71,SF,size,8,5.0119,4.3963
8,baseline,0.71,SF,size,8,4.2391,2.1435
8,baseline,1,SF,size,8,5.9255,3.778
8,baseline,1,SF,size,8,3.2975,4.3531
8,baseline,1,SF,size,8,4.2391,2.7784
8,baseline,1,SF,size,8,4.0653,2.5475
8,baseline,1.41,SF,size,8,4.0653,5.4015
8,baseline,1.41,SF,size,8,4.6093,2.514
8,baseline,1.41,SF,size,8,2.4599,5.6072
8,baseline,1.41,SF,size,8,5.2261,3.8367
8,baseline,2,SF,size,8,5.0119,6.0442
8,baseline,2,SF,size,8,2.565,3.7783
8,baseline,2,SF,size,8,4.8064,5.4113
8,baseline,2,SF,size,8,3.5855,2.9682
8,baseline,4,SF,size,8,5.0119,3.892
8,baseline,4,SF,size,8,2.6747,5.0304
8,baseline,4,SF,size,8,4.2391,2.9492
8,baseline,4,SF,size,8,4.4203,4.2068
8,baseline,0.25,SF,SF,4,0.93913,3.3638
8,baseline,0.25,SF,SF,4,0.79433,3.4109
8,baseline,0.25,SF,SF,4,0.90063,8.9693
8,baseline,0.25,SF,SF,4,0.52261,1.2488
8,baseline,0.5,SF,SF,4,1.6876,3.5106
8,baseline,0.5,SF,SF,4,2.4599,0.92881
8,baseline,0.5,SF,SF,4,1.6184,4.17
8,baseline,0.5,SF,SF,4,2.4599,4.6883
8,baseline,0.71,SF,SF,4,3.5855,2.0355
8,baseline,0.71,SF,SF,4,2.6747,4.4683
8,baseline,0.71,SF,SF,4,2.0806,2.7088
8,baseline,0.71,SF,SF,4,2.359,4.6038
8,baseline,1,SF,SF,4,4.8064,5.4203
8,baseline,1,SF,SF,4,4.8064,2.8936
8,baseline,1,SF,SF,4,3.2975,5.4923
8,baseline,1,SF,SF,4,2.359,1.0746
8,baseline,1.41,SF,SF,4,4.8064,2.4537
8,baseline,1.41,SF,SF,4,9.7928,1.5531
8,baseline,1.41,SF,SF,4,8.2829,2.7454
8,baseline,1.41,SF,SF,4,7.9433,5.9472
8,baseline,2,SF,SF,4,7.3053,2.1312
8,baseline,2,SF,SF,4,10.2115,3.1781
8,baseline,2,SF,SF,4,9.0063,3.179
8,baseline,2,SF,SF,4,9.7928,4.8939
8,baseline,4,SF,SF,4,11.5781,3.9549
8,baseline,4,SF,SF,4,13.1275,4.3809
8,baseline,4,SF,SF,4,14.8843,1.1289
8,baseline,4,SF,SF,4,15.5206,4.484
8,baseline,0.25,SF,SF,4,1.1103,4.1284
8,baseline,0.25,SF,SF,4,1.0212,5.1585
8,baseline,0.25,SF,SF,4,1.0648,0.87172
8,baseline,0.25,SF,SF,4,0.79433,3.9283
8,baseline,0.5,SF,SF,4,1.9953,0.84007
8,baseline,0.5,SF,SF,4,2.0806,5.5307
8,baseline,0.5,SF,SF,4,1.6876,2.0149
8,baseline,0.5,SF,SF,4,1.835,2.0543
8,baseline,0.71,SF,SF,4,2.789,5.327
8,baseline,0.71,SF,SF,4,1.7598,4.8872
8,baseline,0.71,SF,SF,4,1.9135,2.9662
8,baseline,0.71,SF,SF,4,2.6747,4.8832
8,baseline,1,SF,SF,4,5.2261,3.1727
8,baseline,1,SF,SF,4,3.5855,3.8804
8,baseline,1,SF,SF,4,2.9083,1.9526
8,baseline,1,SF,SF,4,4.8064,3.1805
8,baseline,1.41,SF,SF,4,9.0063,3.9748
8,baseline,1.41,SF,SF,4,1.7598,4.874
8,baseline,1.41,SF,SF,4,5.6826,3.9451
8,baseline,1.41,SF,SF,4,7.0057,0.9967
8,baseline,2,SF,SF,4,11.1034,1.1654
8,baseline,2,SF,SF,4,10.6481,3.5162
8,baseline,2,SF,SF,4,8.637,2.5948
8,baseline,2,SF,SF,4,13.1275,2.5075
8,baseline,4,SF,SF,4,17.5976,1.0351
8,baseline,4,SF,SF,4,19.1345,2.2678
8,baseline,4,SF,SF,4,11.5781,3.4437
8,baseline,4,SF,SF,4,17.5976,4.554
8,baseline,0.25,SF,SF,8,0.93913,4.6058
8,baseline,0.25,SF,SF,8,1.1103,3.4688
8,baseline,0.25,SF,SF,8,1.0648,4.5265
8,baseline,0.25,SF,SF,8,1.1578,6.0776
8,baseline,0.5,SF,SF,8,1.9135,0.91997
8,baseline,0.5,SF,SF,8,2.0806,3.7817
8,baseline,0.5,SF,SF,8,1.6184,6.9617
8,baseline,0.5,SF,SF,8,2.359,3.9544
8,baseline,0.71,SF,SF,8,2.0806,4.6198
8,baseline,0.71,SF,SF,8,1.9953,3.6482
8,baseline,0.71,SF,SF,8,2.359,5.6533
8,baseline,0.71,SF,SF,8,2.6747,3.5506
8,baseline,1,SF,SF,8,3.2975,3.6619
8,baseline,1,SF,SF,8,4.6093,3.8053
8,baseline,1,SF,SF,8,3.8986,5.8951
8,baseline,1,SF,SF,8,3.5855,2.6301
8,baseline,1.41,SF,SF,8,4.8064,5.2903
8,baseline,1.41,SF,SF,8,3.2975,5.1456
8,baseline,1.41,SF,SF,8,4.0653,2.39
8,baseline,1.41,SF,SF,8,4.0653,7.3493
8,baseline,2,SF,SF,8,6.7185,1.0557
8,baseline,2,SF,SF,8,6.7185,4.5457
8,baseline,2,SF,SF,8,5.9255,2.4663
8,baseline,2,SF,SF,8,4.4203,3.7962
8,baseline,4,SF,SF,8,27.8904,3.5259
8,baseline,4,SF,SF,8,12.0731,5.9645
8,baseline,4,SF,SF,8,23.59,0.61824
8,baseline,4,SF,SF,8,8.637,7.1878
8,baseline,0.25,SF,SF,8,1.2589,4.4814
8,baseline,0.25,SF,SF,8,1.3127,4.6971
8,baseline,0.25,SF,SF,8,1.5521,5.0032
8,baseline,0.25,SF,SF,8,1.1103,2.5463
8,baseline,0.5,SF,SF,8,1.1103,4.0117
8,baseline,0.5,SF,SF,8,2.359,2.0772
8,baseline,0.5,SF,SF,8,2.0806,2.5076
8,baseline,0.5,SF,SF,8,3.5855,3.3448
8,baseline,0.71,SF,SF,8,1.9135,3.8582
8,baseline,0.71,SF,SF,8,3.7388,5.2438
8,baseline,0.71,SF,SF,8,3.1623,0.97688
8,baseline,0.71,SF,SF,8,2.359,1.1294
8,baseline,1,SF,SF,8,7.3053,2.7535
8,baseline,1,SF,SF,8,4.0653,3.4806
8,baseline,1,SF,SF,8,3.4385,6.3926
8,baseline,1,SF,SF,8,4.6093,4.4156
8,baseline,1.41,SF,SF,8,4.4203,5.6602
8,baseline,1.41,SF,SF,8,4.8064,5.0683
8,baseline,1.41,SF,SF,8,9.3913,5.6949
8,baseline,1.41,SF,SF,8,6.1789,4.112
8,baseline,2,SF,SF,8,12.0731,3.9856
8,baseline,2,SF,SF,8,7.3053,1.0997
8,baseline,2,SF,SF,8,6.1789,8.0955
8,baseline,2,SF,SF,8,8.2829,1.758
8,baseline,4,SF,SF,8,7.9433,3.8975
8,baseline,4,SF,SF,8,8.2829,6.7813
8,baseline,4,SF,SF,8,10.6481,0.89779
8,baseline,4,SF,SF,8,8.637,6.0759
8,parallel,0.25,size,size,4,0.6875,4.1014
8,parallel,0.25,size,size,4,0.75,1.7876
8,parallel,0.25,size,size,4,0.5,1.7252
8,parallel,0.25,size,size,4,0.75,5.874
8,parallel,0.5,size,size,4,1.25,4.6493
8,parallel,0.5,size,size,4,1.8125,3.912
8,parallel,0.5,size,size,4,1.1875,1.6127
8,parallel,0.5,size,size,4,1.4375,2.225
8,parallel,0.71,size,size,4,2.875,1.9626
8,parallel,0.71,size,size,4,2.875,1.7002
8,parallel,0.71,size,size,4,3.1875,3.3622
8,parallel,0.71,size,size,4,2.4375,3.4372
8,parallel,1,size,size,4,3.8125,1.3253
8,parallel,1,size,size,4,4.8125,1.5002
8,parallel,1,size,size,4,4.6875,1.8751
8,parallel,1,size,size,4,3.75,1.7376
8,parallel,1.41,size,size,4,7.125,1.5252
8,parallel,1.41,size,size,4,6.875,2.8248
8,parallel,1.41,size,size,4,6.0625,1.9001
8,parallel,1.41,size,size,4,6.3125,1.6752
8,parallel,2,size,size,4,10.25,2.8124
8,parallel,2,size,size,4,9.75,2.275
8,parallel,2,size,size,4,9.5625,2.0126
8,parallel,2,size,size,4,10.9375,1.8751
8,parallel,4,size,size,4,17.4375,2.8123
8,parallel,4,size,size,4,16.8125,2.6124
8,parallel,4,size,size,4,16.8125,1.6252
8,parallel,4,size,size,4,18.4375,1.5252
8,parallel,0.25,size,size,4,0.75,2.4
8,parallel,0.25,size,size,4,0.75,4.462
8,parallel,0.25,size,size,4,1,1.5877
8,parallel,0.25,size,size,4,0.4375,2.4374
8,parallel,0.5,size,size,4,1.875,1.6127
8,parallel,0.5,size,size,4,1.25,1.6502
8,parallel,0.5,size,size,4,1.3125,2.3
8,parallel,0.5,size,size,4,1.3125,2.1625
8,parallel,0.71,size,size,4,2.6875,1.4502
8,parallel,0.71,size,size,4,2,4.1245
8,parallel,0.71,size,size,4,2.5625,2.25
8,parallel,0.71,size,size,4,1.8125,3.0748
8,parallel,1,size,size,4,3.8125,2.25
8,parallel,1,size,size,4,4.5,1.9001
8,parallel,1,size,size,4,3.25,2.225
8,parallel,1,size,size,4,3.5,3.2122
8,parallel,1.41,size,size,4,5.625,2.9248
8,parallel,1.41,size,size,4,6.0625,2.0751
8,parallel,1.41,size,size,4,6.0625,3.4247
8,parallel,1.41,size,size,4,6.75,2.2751
8,parallel,2,size,size,4,8.5,2.6499
8,parallel,2,size,size,4,9.3125,3.0748
8,parallel,2,size,size,4,9.5625,4.3869
8,parallel,2,size,size,4,8.5625,1.9001
8,parallel,4,size,size,4,17.3125,3.0998
8,parallel,4,size,size,4,18.5625,1.9375
8,parallel,4,size,size,4,18.125,2.6749
8,parallel,4,size,size,4,17.3125,2.4
8,parallel,0.25,size,size,8,1.75,3.912
8,parallel,0.25,size,size,8,2.5625,1.0253
8,parallel,0.25,size,size,8,1.6875,2.5999
8,parallel,0.25,size,size,8,2.125,2.4874
8,parallel,0.5,size,size,8,4.0625,1.6001
8,parallel,0.5,size,size,8,3.875,2.7749
8,parallel,0.5,size,size,8,3.875,3.9871
8,parallel,0.5,size,size,8,2.625,1.8377
8,parallel,0.71,size,size,8,5.9375,1.1003
8,parallel,0.71,size,size,8,4.5,1.8376
8,parallel,0.71,size,size,8,4.625,1.7751
8,parallel,0.71,size,size,8,5.375,3.0873
8,parallel,1,size,size,8,7.8125,1.5001
8,parallel,1,size,size,8,10.6875,3.1498
8,parallel,1,size,size,8,8.0625,2.3
8,parallel,1,size,size,8,10.3125,1.0253
8,parallel,1.41,size,size,8,14.0625,3.0373
8,parallel,1.41,size,size,8,15,2.5624
8,parallel,1.41,size,size,8,15,2.075
8,parallel,1.41,size,size,8,13.4375,1.5752
8,parallel,2,size,size,8,24.0625,2.3885
8,parallel,2,size,size,8,14.4375,2.1126
8,parallel,2,size,size,8,18.75,3.0248
8,parallel,2,size,size,8,19,1.5002
8,parallel,4,size,size,8,32.8125,2.3999
8,parallel,4,size,size,8,35.125,3.4247
8,parallel,4,size,size,8,35.125,1.5252
8,parallel,4,size,size,8,31.9375,1.4002
8,parallel,0.25,size,size,8,1.375,1.7876
8,parallel,0.25,size,size,8,1.5625,1.8876
8,parallel,0.25,size,size,8,1.25,3.812
8,parallel,0.25,size,size,8,1.375,3.4372
8,parallel,0.5,size,size,8,2.5,2.0626
8,parallel,0.5,size,size,8,3,3.3999
8,parallel,0.5,size,size,8,3.375,1.9626
8,parallel,0.5,size,size,8,2.5,2.7749
8,parallel,0.71,size,size,8,4,1.8751
8,parallel,0.71,size,size,8,4.5625,2.2
8,parallel,0.71,size,size,8,6.5,2.0876
8,parallel,0.71,size,size,8,4.625,1.4253
8,parallel,1,size,size,8,10.25,1.4627
8,parallel,1,size,size,8,10.6875,1.6751
8,parallel,1,size,size,8,9.0625,1.8126
8,parallel,1,size,size,8,12.3125,7.4611
8,parallel,1.41,size,size,8,13.9375,4.2245
8,parallel,1.41,size,size,8,13.4375,1.7251
8,parallel,1.41,size,size,8,16.625,1.9875
8,parallel,1.41,size,size,8,14.8125,1.8001
8,parallel,2,size,size,8,22,1.4002
8,parallel,2,size,size,8,17.625,1.8876
8,parallel,2,size,size,8,17.9375,1.9626
8,parallel,2,size,size,8,19.375,1.7002
8,parallel,4,size,size,8,35.1875,2.3
8,parallel,4,size,size,8,35.6875,2.0376
8,parallel,4,size,size,8,36.0625,2.4874
8,parallel,4,size,size,8,32.625,3.8871
8,parallel,0.25,size,SF,4,4.4375,2.4499
8,parallel,0.25,size,SF,4,5.375,1.4752
8,parallel,0.25,size,SF,4,3.75,1.9627
8,parallel,0.25,size,SF,4,4.0625,2.2125
8,parallel,0.5,size,SF,4,4.125,1.1503
8,parallel,0.5,size,SF,4,4.25,1.1378
8,parallel,0.5,size,SF,4,5.0625,2.3625
8,parallel,0.5,size,SF,4,5.0625,2.9123
8,parallel,0.71,size,SF,4,4.6875,3.5746
8,parallel,0.71,size,SF,4,4.5625,3.3747
8,parallel,0.71,size,SF,4,4.25,2.1875
8,parallel,0.71,size,SF,4,4.875,0.98797
8,parallel,1,size,SF,4,4.375,1.9501
8,parallel,1,size,SF,4,4.5,2.9748
8,parallel,1,size,SF,4,4.3125,4.8369
8,parallel,1,size,SF,4,4.25,2.3875
8,parallel,1.41,size,SF,4,3.4375,2.225
8,parallel,1.41,size,SF,4,4.5,1.7876
8,parallel,1.41,size,SF,4,4.75,2.2
8,parallel,1.41,size,SF,4,4.3125,4.8118
8,parallel,2,size,SF,4,5,1.4502
8,parallel,2,size,SF,4,5.1875,7.4111
8,parallel,2,size,SF,4,5.1875,2.8249
8,parallel,2,size,SF,4,4.875,2.6749
8,parallel,4,size,SF,4,4.0625,3.2247
8,parallel,4,size,SF,4,5.125,1.0005
8,parallel,4,size,SF,4,5.125,5.4491
8,parallel,4,size,SF,4,4.25,3.0748
8,parallel,0.25,size,SF,4,4.5,2.7373
8,parallel,0.25,size,SF,4,4.1875,1.2503
8,parallel,0.25,size,SF,4,4.625,2.8123
8,parallel,0.25,size,SF,4,4.375,3.0498
8,parallel,0.5,size,SF,4,5.375,3.2372
8,parallel,0.5,size,SF,4,4.1875,1.6252
8,parallel,0.5,size,SF,4,4.75,1.4004
8,parallel,0.5,size,SF,4,4.625,2.0626
8,parallel,0.71,size,SF,4,4.375,2.6018
8,parallel,0.71,size,SF,4,4.6875,7.9484
8,parallel,0.71,size,SF,4,5,1.7002
8,parallel,0.71,size,SF,4,5.25,2.0752
8,parallel,1,size,SF,4,4.8125,1.8626
8,parallel,1,size,SF,4,4.6875,2.15
8,parallel,1,size,SF,4,5.25,1.5252
8,parallel,1,size,SF,4,4.875,1.3753
8,parallel,1.41,size,SF,4,4.625,2.075
8,parallel,1.41,size,SF,4,4.6875,2.3125
8,parallel,1.41,size,SF,4,4.5,2.025
8,parallel,1.41,size,SF,4,4.125,1.5627
8,parallel,2,size,SF,4,4.625,2.2252
8,parallel,2,size,SF,4,4.1875,1.5877
8,parallel,2,size,SF,4,4.125,2.2125
8,parallel,2,size,SF,4,4.4375,1.8251
8,parallel,4,size,SF,4,4.25,1.4502
8,parallel,4,size,SF,4,4.125,1.2753
8,parallel,4,size,SF,4,4.1875,2.1
8,parallel,4,size,SF,4,4.375,2.0626
8,parallel,0.25,size,SF,8,11.125,1.2014
8,parallel,0.25,size,SF,8,10.3125,1.5502
8,parallel,0.25,size,SF,8,11.25,3.4497
8,parallel,0.25,size,SF,8,9.75,3.1123
8,parallel,0.5,size,SF,8,9.875,2.3001
8,parallel,0.5,size,SF,8,11.375,1.7501
8,parallel,0.5,size,SF,8,11.375,1.7126
8,parallel,0.5,size,SF,8,11.8125,1.1003
8,parallel,0.71,size,SF,8,11.125,3.6121
8,parallel,0.71,size,SF,8,10.875,2.7499
8,parallel,0.71,size,SF,8,15.3125,2.3625
8,parallel,0.71,size,SF,8,11.6875,2.0876
8,parallel,1,size,SF,8,11.75,2.7999
8,parallel,1,size,SF,8,13.0625,3.5872
8,parallel,1,size,SF,8,11.875,3.6121
8,parallel,1,size,SF,8,11.5,1.2503
8,parallel,1.41,size,SF,8,13.875,3.6996
8,parallel,1.41,size,SF,8,12.3125,1.2378
8,parallel,1.41,size,SF,8,10.125,2.45
8,parallel,1.41,size,SF,8,13.625,2.0876
8,parallel,2,size,SF,8,10.6875,1.6127
8,parallel,2,size,SF,8,10.5,1.5002
8,parallel,2,size,SF,8,13.1875,3.6746
8,parallel,2,size,SF,8,11,2.9373
8,parallel,4,size,SF,8,11.625,2.2251
8,parallel,4,size,SF,8,12,3.937
8,parallel,4,size,SF,8,14.875,2.6999
8,parallel,4,size,SF,8,13.3125,1.4503
8,parallel,0.25,size,SF,8,9.3125,1.6127
8,parallel,0.25,size,SF,8,9.5,1.7751
8,parallel,0.25,size,SF,8,9.125,1.9376
8,parallel,0.25,size,SF,8,10.1875,3.1123
8,parallel,0.5,size,SF,8,9,1.4002
8,parallel,0.5,size,SF,8,9.8125,2.5
8,parallel,0.5,size,SF,8,10,1.6501
8,parallel,0.5,size,SF,8,8.875,3.3122
8,parallel,0.71,size,SF,8,10.4375,1.7876
8,parallel,0.71,size,SF,8,11.875,2.0625
8,parallel,0.71,size,SF,8,10.875,2.3499
8,parallel,0.71,size,SF,8,9.25,1.6751
8,parallel,1,size,SF,8,9.875,1.8876
